game_id,id,value
149514,9446,Fumiya Shinohara
149519,71286,Ernest Legh
149520,1747,Ty Bomba
149521,337,Joseph Miranda
149551,60914,Karin Hetling
149557,8588,Harald Enoksson
149557,71248,Erik Lönnblom
149561,6713,Mike Mayer
149565,4884,Marco Teubner
149574,256,Heinz Meister
149575,256,Heinz Meister
149576,2,Reiner Knizia
149578,10246,Matthias Prinz
149600,71259,Chris Kultzow
149600,71258,Laura Kultzow
149611,71145,Simon Byron
149617,71266,Matthew Ryan Robinson
149618,71107,Matthias Stark
149620,3615,Ken Dunn
149621,5245,Daniel Solis
149635,70399,Stan Strickland
149635,71287,Mike Strickland
149637,64380,Derak Morrell
149639,71289,Jay Meyer
149678,70997,Cleverson Renan Padrão
149695,71552,Tabor Henderson
149697,71297,George V. de Lery
149700,71317,Kermit W. Meister
149705,61638,Mads Havshøj Kristensen
149707,42,Michael Kiesling
149707,7,Wolfgang Kramer
149719,71260,John Bryan
149726,213,Thomas Vuarchex
149726,212,Pierrick Yakovenko
149728,37621,Joe Joyce
149732,68614,8Rad
149733,71315,Andrew Thornway
149743,12731,Kirsten Hiese
149746,79780,Amanda Craig
149746,1150,Darrell Hardy
149767,4043,Yasushi Nakaguro
149776,71597,Mike Langlois
149776,8251,Christian Leonhard
149778,62677,Rey Alicea
149787,11261,Timo Multamäki
149787,113029,David Hladky
149787,71320,Thomas Klausner
149787,2336,Kevin Wilson
149792,68100,Ben Hughes
149793,135,Richard H. Berg
149793,120243,Greg Laubach
149794,484,Ted Raicer
149798,3,(Uncredited)
149804,1570,Lou Coatney
149805,71333,H. C. Azbill
149809,4063,Kristian Amundsen Østby
149814,71470,Sota Kotajima
149825,71343,Laura Honkaniemi
149826,65404,Alan Gerding
149827,71378,Rene Fleron
149828,71561,Ian Harris
149839,3,(Uncredited)
149843,46234,D. Karavias
149845,39445,Mark R. Brown
149853,62238,Keith Matejka
149854,71352,Andrew Kiely
149855,3,(Uncredited)
149856,3,(Uncredited)
149860,23854,Simon Beal
149863,272,Jürgen P. Grunau
149864,11301,Stephen Tavener
149865,53356,Dirk Holdorf
149867,11064,Moshe Callen
149869,52007,Hope S. Hwang
149885,59622,William Baldwin (I)
149885,34876,Jim Harmon
149886,71371,Jürgen Böttcher
149886,71372,Andreas Treugut
149888,59622,William Baldwin (I)
149893,59622,William Baldwin (I)
149896,86010,Jarek Ewertowski
149896,95060,Grzegorz Oleksy
149897,3,(Uncredited)
149902,71648,Will Koenig
149905,71501,Jose Miguel Gangoso
149906,645,Kai Haferkamp
149910,74331,József Dorsonczky
149911,74331,József Dorsonczky
149923,2205,Paul Lidberg
149927,71464,Luis Fernando Marcantoni
149934,73481,Jung-sub Park
149949,61,James Ernest
149951,428,Dan Verssen
149970,71432,Paul Tseng
149971,50803,Donald Booth
149980,71446,"J. K. ""Wingnut"" Ferguson"
149986,71469,Monsieur Bons
149994,45712,E. Nate Kurth
150003,56321,Hamish Sterling
150004,56321,Hamish Sterling
150005,26104,Jeff Lewis
150010,35107,Rick Martin
150012,11119,Carl Paradis
150013,11119,Carl Paradis
150014,69479,Frank Alberts
150014,69482,Russell Ng
